id,name,distance,moving_time,elapsed_time,total_elevation_gain,type,start_date_local,start_latitude,start_longitude,average_speed,polyline

1328541376,Portage to Black Rock Return,13147.6,5162,5842,742.4,Ride,2017-12-27T11:05:24Z,-41.2,174.03,2.547,tnnzFsree`@NCFI@MFERNDPLNNvAPn@?Vh@n@ZB@JILo@^UJHPDB\BDFRDFFZ{BC_@Be@PQ`@Jd@a@HSFyADS`@g@Ta@b@QDGHQJu@PYl@m@NIPCp@e@BQEQIKBK\a@f@gANKFA\JVLh@@lAOTGJGNWRQDI`@[h@m@j@_AFQ?u@^{@Jg@Zm@FAl@HTC~@m@l@Ij@a@Jm@I}@HORUXKF@RJN@X?NCb@OXDPG\UNSZBj@EP?FBfAm@dAGb@@`@Md@F|@T~@FZFn@KNITWX]Vi@h@q@NKXEPGNKBIQUMIu@E]Ya@MYk@GGYIECKSMOWOSAc@HQ?WGa@@MC_Aa@eAUSAQDUR]DYJ_@HiAIOIK@WIYDYLi@DYXKFe@`@OHWGQ@eAX{@Lc@X[NUAu@[YCq@u@e@Q]Kc@EWKa@[MIGQSMMOCMAUGUASES[a@YMOCS@WHCISSYKGEO]GEQWEIEWQK[G_@QOMS]QIA}@CO]kAC[@wAKmACGQIg@@OA?MOg@aAi@SBIAIK[o@gAwAEWA_@Yo@E_@Ou@Ww@MUUWCIE]Eo@D_AM[MUk@sBOiA?[Bq@RiC@k@COSyAy@}CAoAAOQ{@Oe@Wi@W[U_Ae@}@KQ]_@Qk@_@y@Kk@Ka@GKi@c@e@SIIEKEc@CIOUi@g@]m@M_@Y_@_@_@_Ai@[[KQWQKQSs@@c@CWDk@DQA]CO[_@IU?YHm@AKKSI_@QUOMSwALqC\_DV{@He@Tm@XeBFQZ]Zg@V[\o@^gATc@\sAb@gAf@iBHWLOFU@]DEd@UJQFYAa@CWYa@AM@eCFkAAiAEy@@_A@[Py@DkCHg@HUPkADkBKcABuAL{@?s@H_@De@@_@HaABm@Tu@Lq@JoBZsAD[FiCN_APu@V[VmA@w@Gi@DRB`@CTS`@_@hBAdAGh@Oj@KRCd@OTITCL?^QvASj@Ml@E`AGj@?LCTIP?n@Or@Bn@Gn@?x@Fn@?LEPEHEVE`@?^KLAr@GZK\CX?t@Kd@EtC?HPf@BbAAL?r@?LEJUVA`@@VRlABf@?LKPBVJ`@EZAfAQZWl@MRCLCj@Yh@QNSZI`@EDGNW`@Ql@Gn@]h@WbA]p@c@b@IPCTEPo@zAOx@Yb@MdBS~@AXJx@Ap@B^DPNTHZAf@Cb@ZbBPv@F^Q`BDTHRT^Tr@XZd@r@VRr@^XXPTP\R\\Zr@zAd@d@n@\AHLX\b@LL^x@^^NXPl@Zr@V|@Vh@NRR|@BV@`AL|@T~@DTFBFNIv@LnAA^Ir@?Z?jABjATdABTHPZ|@HjANf@@RJHFJXnAPbB|@zDFT^n@d@Lb@AJBPPb@x@FDLB\T`@Nb@d@ZhBVb@Nn@NZJ`@@VCHH`@h@`Az@lATHLNZAd@KL@FD\`@`@p@Ld@N~@\n@NDBHLLPCJLFBd@BVFNLn@|@PJXFLHRb@TL`@CZ@n@ErBCPGhAaAXOd@Kz@[|AYx@HFC^WVG|@I|@?P@pA\XERL\D|@N`Ar@`@d@RLp@\h@LNPPTDNDX@PCLGHo@r@_A|@MHk@Nm@ZSFi@FYCs@?o@Rw@HUAUGS@QPKRQJa@Bi@CQBYVc@Na@Hs@@UHkAKc@MIAIBS\Qd@Sn@IL[R_@FGDe@z@]HQ?OCQA_@LQJMNGFAL@NGXw@~@k@\ARZ~@EF[VOTa@ROLUb@GBk@D_@EaAW_@@IFKP[VQZO\KXCRIPuB`AWXMXm@\{@n@]NGHKZOx@Bx@GRETEDO?WGM?IHKVIt@J`CA`@G?ICSIEGASKa@g@_AGUGWAWL_AEIiA]IS@IAHDBFAGAED?D

1326118251,Anakiwa Return,27589.7,7146,7992,1192.4,Ride,2017-12-25T07:09:50Z,-41.22,173.97,3.861,~zpzFyezd`@kCeAk@Q[NaAf@]f@Qf@JVFUQAK]FWb@UNOTGLOTELr@F`A?dBd@f@ZIPg@`AQfAXlAXVRLXJ~@J\ZZp@m@t@Xn@z@f@VPZt@t@`Ap@H^@\G`@OXOTA\Tz@\t@H`@?b@Ib@MZOZSRBZl@ZVHPP^l@RHRNPRFZK`ABxAD^M|@a@rAKXAZTELWNq@h@kAP{A\yAB_@QeBG[QQ]o@GW?[PiA?[C[@]B_@N{@FcCF_@J_@Zs@RKTNNj@d@r@d@j@Gz@fAZVTFXBx@FX?ZBZPd@Hb@IXg@Be@Qg@He@Rc@V[|@d@r@Av@Qf@Bh@\fAF`@@`@N|@B`@G`@K\?|@RpAAZ@^N\Cf@Yl@M`AC`@HfAAtBKZWFIx@OTBXF\C^?j@\n@Vv@Qr@h@x@E\LT^x@^Jd@|@Dz@PDZ[b@Wf@Dn@X^b@h@Af@THx@NRLQXUd@Il@Mp@s@`AoAf@c@h@a@Nk@h@O\e@XMP[VWVN@jAPdC\p@`@Xl@p@Il@w@rAIx@T`@Jd@RFrAqATK^Vx@HZGR[Ec@Ba@L[RWVIVAXGXKVEh@BTGQc@L[x@Dn@SXBTHNTNp@PXNJRd@b@\PXx@Wj@e@Z?P`@`@f@XH\Oj@o@j@?XCXD^@VRPZPtARFPRVHJi@`@c@^BPLNWf@Id@BTL\Nd@Y^EnAo@\?XNVFXE`@B\KVO^m@VKRSNYRUBc@?{@Rq@G_@?]^aA^c@b@Gb@HrArAf@Zv@Hr@@x@d@n@J\AXI\QTc@Na@V]h@YtAm@X[\MZ?PJLPTSPg@ZUl@Gh@Mf@Qb@k@Ti@JoBEYFUhAu@P]J_A^a@Tm@z@g@NQPEVMx@Y`@Cj@Db@GVWVGVDZRLZRVP\\RrA?f@Pb@f@j@NX\Pf@f@?|@DRIVBv@Pj@El@HlA`@p@_@t@@x@Lj@GXk@Vk@r@_Al@Ql@ChBrC^h@Th@O\W`@Gf@r@f@b@h@Nn@Rn@Xl@Ct@m@Fe@Pg@ASd@_@r@[S[Mw@~@Mx@Sp@a@`@Yn@]^m@J_@SWCa@Dc@K]Ck@@g@K_@Ho@l@q@Ne@VOh@Ep@e@TWDCZIPPDv@`ANh@F^P@PPj@Zn@BXXx@lAv@j@d@v@Jf@U^Ih@j@j@LZ@XPAPWZCh@W^_@x@Bd@GXjAf@l@Xr@RzA`@Vv@t@\h@x@b@lBqA`@~@@j@NMd@Fn@f@nBTj@Jz@fACV[BUHURBVZHd@j@^j@Az@Z^`BFj@r@A|@Bp@K\PZ`@Dj@PLd@Ol@TTn@J\fAC^h@Xt@f@Xh@Nr@Td@^HHb@JX~@RTf@`@L\X?h@e@XBv@Ht@Mp@Ql@At@Kl@Ar@Gz@]b@s@Li@b@q@Xo@NiBjBu@|@cAp@QlAA`A@n@Vp@Dl@S@]Ic@JQAMQ}A]UApAx@d@L`@K^PVGRIPBOMMTA^Fd@Dj@l@f@Xh@Lb@tAv@b@@PTRPRH^X`@d@VbAdATr@\rAZdA`@\Br@@bAZh@IZRLTI\D^`@d@?d@K^@ZXz@Jh@Bv@Qj@^RVf@Ft@@zAXXb@ZjAjA\n@Fx@Jj@fA~BPj@n@j@d@Jj@ZRv@Jp@AZPnAIlAHVRDhAl@p@z@TTb@Vt@bAZBVF\t@RPJ\D^?b@Yb@Cb@l@`@Xb@Jh@Tp@Dr@l@LbAdA^l@QdARvALNH^P\Z~@^~AHlAc@z@ElAJl@AzAH~BMp@k@dBA~@Jl@LPIV@d@d@zE@v@O|CItAC]Fm@NsDA}@]}DA}@Q{@Ae@FWVk@FWLULa@Fm@GeBAmAK{Aj@_AD_@Cc@O}@MWCo@GWQQa@wBNyAU]iA_A[AI[Bg@K_@O[Eg@Yq@g@a@De@NWAgAk@mAQ}@u@a@g@SGg@_@[u@aAS_@c@Bc@_@i@LS@JUDWCg@@[Ko@S_C[}@k@AOW]GSUCy@]q@]a@Oe@W_@D]B_@OYiAM[MI[UK\sAC}@_BmAKQJYJc@?s@]u@SMKSWs@@}@I_ASk@N[?{@g@_@cANi@o@o@AuAe@mB@a@e@m@KUK@YGYOSq@Wg@Ws@g@m@Qm@Ie@k@Qm@W_@WASUKq@AwA[mAA_@By@?w@FUXc@b@e@f@y@TOn@aATET@r@Wp@k@ZE\@ZM^o@JgAA}@^yBXu@CgAEg@XOB{Ae@Y[u@{@MYq@W]SO?YO[Ge@U[WCc@Q?w@Qi@g@Yi@MYMGWAi@m@UONOOA[FmCSc@YSWM[CWHW?MQUu@Ck@_@i@QDIWNs@P[LsA[Gg@m@aAJg@Be@GIUS[_@C[@@W]cB[AiAl@QDc@]e@eAYKs@MMUFWCg@kAo@EUKW?[E[gAGQLSAQLMXMRYHQNiACQGMUw@iAA[RMRWDm@Oy@OOm@Ce@aAI[e@]m@CQIUCY@MSEc@w@g@WAQQ[y@PGPYF_A?i@TUf@[z@kARAv@Rb@KVFXAVH^AZ@h@Ln@[`@i@L[b@YJSR{@Bc@FYd@S`@b@VDl@w@Pc@TO\An@o@VINU@g@I]OUA[IY}@{@GUE[FYPQN]Wg@e@a@OWKa@@s@AYOa@Q_@g@Ik@Fa@VY`@Ob@I`@UV[Ai@_@g@Kk@^]^U@c@UuAJg@I{@Ak@L_@E[DQKCWc@Mc@GM]o@m@[ASLUC[MWFIYi@aD}AQk@RWS[Ge@@e@\c@h@w@VkAp@g@v@y@h@M|@u@x@s@`@E~@D|Aq@dAe@^mAVi@P[l@WNo@M{@`@o@j@y@Xm@l@Kb@Sh@a@Pk@Hi@La@AOK]?[J{A}AkB}AmA?w@xAk@xDwBlCg@Rk@Fm@Em@Nw@j@k@HSNUSiAUe@PUQ_A\Mn@U@e@MSWF_Am@q@iAG_A@o@Rk@`@SUK]Ie@m@F}AfAOUWIK_@UWMw@w@y@cBH_A@Yr@q@As@By@Ls@l@CxA_@d@g@Es@Mm@HyAvAg@sABc@j@}@FWMUGWMSEYIWE_@?_@Nc@Y{AAi@M]A]e@@k@j@s@\e@\[b@[x@o@Hm@l@]f@k@Fm@\yAr@C]k@i@k@Ao@a@w@Uk@j@[RAg@Q{@o@c@QHw@mAWo@?e@N{@UkBNuAQ}AXSPsAGiBDqANaAR}@OkF@oAWsA_@yAUwAJkAEcAG{@Hi@l@M`@Ch@Rn@Dd@iAKcAKyA[mAaAe@e@_@GeAw@c@s@uAs@BUlAC|AKvAe@bF`@|Bf@lB_@|BW~Bo@`Bk@h@~@mDEoBFiBaA}AcB}@DcAb@oAs@kBOwBZiC_CwC}@cAq@a@m@h@c@IO]UgAQk@}@c@{A[e@Ak@\QRc@HY}@DuAGe@Ag@UYm@Zg@ZMh@HT@O

1324821580,Towards Torea Saddle and Lochmara Lodge,12224.3,4563,5740,781.4,Ride,2017-12-24T09:17:22Z,-41.21,173.97,2.679,tqpzFkezd`@Tm@JQEZU^MNOIDYd@O\e@RALbALlDVPZMRWt@a@fABdB^TPJ^@d@L|@TTn@S~@Ef@j@`@n@XN\n@t@f@^LXXHf@?f@Mb@MNGZB^F\n@zAD`@Cb@KVOPSDOVL^VPr@Vf@n@h@`@NV@^K\E\@^KdDMbAO\@^XMl@oAL[NgAHy@N{@H[DYCYK{@Ka@i@gAC]PuA@]GWA[XiCHcCH_@Vw@NQPJNIBW?YGUQoAKSa@g@?q@Gs@ScACWWi@Mo@Qm@e@{@GUQKa@y@a@_BAWEXJRRFPCEWC[IUBYR@Nk@a@}@MQOOQGOKSGQ?e@S[_@OKPJJPAYISWi@k@u@GU]c@QCOOCYQm@EWOM]e@Ms@m@qB]]MQm@Si@]WGW_@I{A@WG[Q]Sk@Ks@Q{@i@aAYs@?c@Ug@c@]Us@C_CE_AKWKc@Y{@O[c@s@H{@`@{@LkA?q@\q@VQJ[PQn@e@PS\w@J_@Li@Fw@Gs@[u@GcAKe@aAqCm@sBYqBBc@CYKa@GaAHkAM_Ae@qBc@BIUMQEWKUSALm@P]Bc@XyAPo@Do@Gm@KWA_@H{@I[]i@iCwGUu@a@sBCgA[gEDkAJs@LgBZ}AV_CXe@j@qAf@uB@WCq@TuABc@EcAJuAAg@KwC?YBYQg@PKLQKSMOPILMOKS?MQPGa@UOESOPFPAPGLo@OLQBQEJSNKs@[PCRKJSFWJUNMLgA@YFSNMZa@RMZg@QMOLQHSAc@Nq@n@UJYI[cA]e@Qu@Qm@KoAFV^^tAr@PGZa@IUKQa@y@ScAMkAIUy@qA]]MU]c@Yo@@WONXp@d@r@TJVTz@bBRp@Dp@Ph@l@jAVTIT_@^c@Kg@_@g@g@_@s@I^Hv@R|@Tv@^h@Xv@NXXEv@_Af@E^Kb@a@PKSj@]j@c@XS\?r@Ir@Yv@]j@c@DLTd@AKR_@NVLf@OA\SZa@BPP^JSNRNb@?CV_@VRJT@SL]?BVTb@AxAHvCEtBO`AE~@DdAQfAo@bCc@r@S~@qAjIIhA@|@h@xCBnAFXfAlDPn@|@|BPn@Th@LPHVBrAN|@@l@Yb@Q`@GXMz@?XDXTVVAV^l@n@Xb@C`@v@nAJr@^n@V`Bf@r@Jh@CbAPP~@~Bb@|@Lb@V\bAz@`@b@Nl@F\Pn@`@h@h@tANh@F\G`@[d@JRTCPHTNZFbACb@^^IXFf@Eb@a@vAaA\_Ad@i@f@L`@\n@hANh@Pb@n@x@Z`@TP@jALd@d@L\PXd@Tn@d@Cl@o@Vm@h@Ud@Fp@TR^d@Rl@y@hAWd@i@X?^Hx@k@\_AHu@\o@rAcAl@i@Ts@^i@n@g@j@]d@m@VgAj@m@W_CAcBG]a@]Bo@Yg@QmAWw@GaA\o@Z_@PG`@Jf@Un@mCXk@d@eCPoAXcAD}@Nu@p@x@x@b@XTRXFTh@Xt@WCWWYRCV@ZE`@APEbAb@ZIDUXA\USGi@^QBMRKUOk@AYOQOMISCYHTJPNLPDPG@I

1323411804,Exploring with Dad,17572.5,5382,6818,831.1,Ride,2017-12-23T08:31:49Z,-41.21,173.97,3.265,vtpzF}hzd`@Nt@CdEb@ZXMRc@\Y~@LpAb@PJTFPHJnAFTBZHTXBr@m@l@FhApA?^BZHYQk@QQYE[Ky@Hs@j@OZJWf@u@PKV@XJt@h@NHRR`@n@zAfANPJrAWh@CXDZPl@JVXlA?ZUp@_@d@IRJRjAp@JX\l@d@b@HXCv@Dp@@x@I|@QlAWt@DZPIfA{CD[@}@D[Vu@F]?a@U_BOUSOMUE]?Y@[Ns@BYE}@BYLu@F}BFe@VcAZq@R?HX?VD`@\f@j@^@x@f@\d@PPJNRN`CDTXz@CZY@c@GYMYE[?_@ROLKTQx@Jl@Pd@Ar@Wd@?^^|AAr@Vz@D\AZEXDxAHZHr@Bt@Vt@KTWTIh@GxADtAEpAORQJIv@KTGTJVCpBR`@Ln@Uf@?d@Zd@Ff@X\P^TPb@Bd@nAHt@R@VSTc@\O\b@d@VhAV^ZJl@ZRXGHa@XKbAg@j@gAp@_A`@OZUNo@r@M\g@VMRYL_@X?ZpCIp@\xAd@Np@f@Uj@{@`BFr@Tb@J`@NRlAgAVOT?f@Xn@BXMLe@Cg@Da@J[RSPIh@?l@GTA^B\LBc@Kc@RUVFV@l@SR@f@PHRBXZl@dAlAZVRFPKd@c@R]VWRLDXPd@NXTJVKPSNWRQXHj@EbAJPRLTTtARFj@`@P[Rq@TIRDPAJURCR?RBh@VZC`@Bb@Jl@YRALOPGdA@PDT?h@e@Ti@NQb@WNQJYF_AP_@TWFYA_@G[Ne@NWPMPq@b@TNR\V\JdAd@LLPp@PDd@OnB\ZP^K\EV]Ni@Li@d@[`@?^GVIf@o@\GXCTLHRTCT_@Lc@ZS|@Of@O^a@\i@L_@KWAc@Ju@Pq@PQRGLSTIDW?a@Hc@PARKNUF[?WLMPANKLQPG\o@v@[`@Dd@Cl@@f@k@h@?h@|@Vz@NXZDl@Pf@B^H`@XTXb@LRn@VV\Yj@BRENUZF\Xd@V|@GdBRTM^m@\UfA^h@\h@S`@s@Re@Ze@`@Wd@GVR`@x@Xt@Lx@RTR`@ZF_@g@SOCWAWQi@MQEY[_ASKa@@a@RU\W|@C\Ob@UP]Du@g@u@Yy@dAUDsA]s@Dc@J[U_@Mk@b@c@B]K]LUAIUEY?Yi@KISAWQKKUQGS@SDUEUIi@BMOA]SwAKi@i@Qo@Xa@LSUi@Ac@B[JgAT}ApAOfAo@p@_@l@Uv@k@Xi@f@C|@FlAMb@a@b@i@^c@Rs@PQLOPMl@OZWYu@Oq@b@o@Xs@Tq@h@Qn@Ud@a@Ns@HWCg@Dc@_@gADYUiAgA]Qs@u@]CWDUTUb@Kr@[tDeBlCu@Zq@Bk@Qm@@w@d@q@X[Ze@Qe@[o@A[`@q@YYNQz@MXSOWIQQC}@_@u@o@Km@Gm@@mA~@k@MQ_@?g@Y[s@l@c@l@SJQGY[_@[O_@WY[{@o@e@aAJg@@g@NNh@QJ]K_@@u@Ry@L]z@E~@[^U@o@Gi@MaBpA[@[k@Io@L_@`@m@VSHa@q@_Ag@cAKa@Js@CsAIY@YE]WKa@T_@f@gAv@_@DKz@_AR]NUd@WVSh@YNgAX]d@e@FB_@]c@a@Wa@?QYk@Ma@Y{@rAY?K_@Eo@Si@c@UUGM[WGQS?_@[QW_@Xg@?}@IWAc@Jq@Cq@Bi@t@oBIgAAs@@{@VwBRYKy@?eAKkAEkADgA[_AC}@UaAOaADq@Ay@Uq@Bq@Rc@`@]~@?^Rb@@b@O_@eCIsAOy@c@WRMh@Jr@fCRlAz@T`A\rAV~@n@R`@THXk@W_@a@Ec@[Wa@UYk@YEg@Vi@Qq@]cBg@Qe@eB_AuAn@SFw@]iADgAAs@PKVTV`@bAZbA[p@CPLXh@PDHWNIRCv@PQAc@Ig@DQASIGWISe@?SFQHe@Lg@CQGm@o@QEIRAXIRCVBZLp@B`@AZOLQFON?ZPPLVPt@JRBXRXr@f@@`@GVLXRZF\MROLDTj@`@f@r@^n@RJXl@GVIWMQc@W[c@g@AWGk@]aAQSSOYA_@I_@YcAO_@YS[C_@Bm@MOSBa@Gi@w@a@SY@[KSYI[`@[~@MtCQtAD|AYrANpAl@rANfB]lAOdBg@jBo@|@Gg@Z{@V}ADgD[iA}@w@eAq@a@aAh@cA?{Ag@cBLwA?oBoBeCa@EZ`ALNKU?s@GUY[MYUOOM_@XU@]IUSg@sBmAk@{Ac@s@AYRk@p@QDSQKw@Fe@@o@GeAGa@Y@{@r@]d@LXAA

1321545134,Wakamarina Track,25669.0,8718,10121,1431.2,Ride,2017-12-21T14:52:33Z,-41.46,173.69,2.944,nca|Fy~ac`@GTDfALx@Tx@h@|AhBtE\hAXd@^b@f@Zf@JjBt@dALh@Jf@PtA\b@VPCTHXVNV`@`ANPHRNNd@\RJbAz@h@v@`@f@`ArATb@Vt@d@p@f@`@lA~Af@Z~BfAJz@f@z@p@Dx@t@t@hA`AdBl@n@vAaAh@CVVJt@`@x@Nn@Dv@CnAWf@GTEX?XUl@Bt@VrA?XMp@IVIp@AXDv@Gr@MRQJg@LQLKTEXCX?XBXFXBVCX@XH\LT`@ZJRVjAVj@Z^r@j@^XvAv@LP`@|@Zj@JTDr@EZCr@?ZDXNl@NLP@b@Wz@[bBSd@APJLN`@~@DVVfAb@`AFVl@tAt@hATf@HVZf@DXBjAZz@`AdDb@x@HVLjADjAAr@Hp@Bt@AZSFQIqAmAYc@_A_@QIQAe@SQ?UCQFu@d@ODa@TQPMPAXLT^`@Vf@VdBTn@Xf@Lp@Rl@rDvGp@fEHVPNZf@JTFV?ZE\Uv@[r@Yd@c@RIRCX@VThABjBK`BMp@Sn@KPCXBr@CXQp@{@jAa@^e@RQCSMCYSIm@m@OIYAUJOPq@pBKTQLQ@QEu@a@SGSAONMl@IT}@|Bo@jAQJOr@KRMNs@b@QNOFS@QIQCy@HQJMPWr@U\[HeAAo@DU?S@QFGWR?`@\d@CT@t@Rh@BRAj@Uj@YJSRKb@Gb@Uz@Ch@?f@Bh@APEPKlAOhBeAp@o@XOXEXMVSTBRf@Zd@RBz@EXHNRPn@Xf@JTJRNJf@EZDTJXHhAfAIRU?g@SQCe@CQGY@MQo@WQAUJc@Sg@Mc@?g@Jk@Ts@f@g@NSJYF[V]b@OX[Aq@Fg@K_@RUh@MbAg@`AK\Bp@C^Ur@YxAm@l@Ib@Cx@Mz@[f@e@jB]Am@@[M_@Ii@u@UE_@O]Io@UyAu@q@Es@@m@Jg@R}@`Ae@Nk@Mk@]]Cc@KS?QGQHy@Oe@HUAQDc@?QD_@Z@XIPSLQBOL]d@OJITi@r@y@Va@QOOu@]QQ]e@][y@yAUSQIQAc@QSAMKQGy@GQEq@KUI_@Wc@}@OOQCg@?e@GQKUUUOa@c@kAy@KQq@o@KUc@_@m@o@[i@_@e@KWMQSIQ@QHc@RQBq@ASD{@ZqA|@e@Dc@JOLMRWD]Aw@[{@Wg@YOMYg@OMe@OQMq@s@_@i@OIa@_@PTOJg@z@c@KQF_@\e@VSBOJc@ZMRSPiA^e@FY@k@G]Fe@V_@L[@gAu@c@?_@L]DY?y@Sw@d@YRUDcAv@Y?[C_@@_@I}@[SQUWS]c@K[A]@]GQMISQUwAg@k@Wy@o@w@i@_@Cw@QY?aAJa@XIZc@`AEVBv@^r@DbBFp@@`@D^?XITMLmAb@SBWAQ@QFm@\QFiAt@s@dASJEXk@b@QCcATc@KQ?OGOQe@OSDg@?UBOLOQOq@OKg@AiANg@MQGKS]_@CWMMQQQAQHUf@k@x@QFMJ_@`Aw@Tk@l@[d@GTAZONMPQJi@t@_Bp@}@j@y@dCON]VQFMNKR]^a@Xk@v@_Av@Yb@e@\g@NaARGVKT_@d@AZ[`@Yd@i@VPGAYIU_@}@Mm@QGKUQCMPDhAWfAa@^GXORUPMT]\SDQHOPWh@c@Z]b@ONKTEt@Sj@YXQXMpBYp@ORSJMREVBb@HTCVDVA\QiAPgAVeA@k@He@Re@TSLk@Xq@\m@x@k@b@U^M`@G`@m@d@mB^Cr@_ADoAK_AOs@NBZr@XXL^E`@WZFVnBm@No@R_@Kg@`AAh@@f@MZY^Ub@]bA{A`C}CNa@H_@J]LYZ[\IXW`A[\UPURMN]Dg@Le@P_@T]VY^s@RKNc@^cB\Yl@HbCtAl@O`@A\Pl@p@t@Gb@TTBdAX\A~As@\I^Ql@c@l@Qf@Wj@GnBg@jACZQ^Yx@[NOJ]Di@?_BKaA?s@_@{A@i@J]VEb@O`@@XCb@@VTRXl@d@n@x@PZVJt@Dh@\jAf@ZZtA\h@?j@Kn@Gj@Oj@Yx@Mt@@t@Kr@Wt@?\Zl@Fp@@f@S`@Ip@E`CAt@Gn@e@\s@ZUv@Sn@c@l@Gf@BnAyAJXz@zAr@XZf@v@t@lB~A\Uv@[z@Cx@_@n@e@p@c@ZLl@HfA_AjAXp@h@n@r@r@hA`AdA~@~@bBhAx@Jp@CV`@\ZL`@t@^n@B|@Pp@Tx@Nr@`@p@fAl@~At@Pr@x@n@DbA[p@a@f@}@j@u@FRV{@VUv@EZKf@J^AdAHr@C\Xv@Tt@g@bAi@TBTE`A]XCbC`Ad@@f@Hh@PP`@V\^VVD`@LfAXV[`@_BJQd@iA@c@Ae@Fc@RQTEPKJa@L]Jc@E}@Ba@\{@Bc@Jm@Rm@DYNMf@BRETAXKt@qAb@A^BVOr@cAb@Sj@Mf@E`@A`@F^Ab@U`@CFXh@Z`AJdATh@QEc@a@Wg@e@k@C{@?o@iA[mAaC[m@kAq@Nu@VoBbBgAl@uAX{A@gBEwAVu@~@kAHuAOm@@WKIUr@Hz@A`AUb@}@r@e@hAYtA_Az@{@x@qAjBkEx@DfAVp@sAv@kAdAVdAx@jABdAmAb@wBf@eBR{BCqCQkB^aAt@_Ad@}AJgAOPY]u@kAu@}Dw@_BeA}Ai@cAc@yAi@wA]eBeAsC^g@~@_@|@OhADpAVfAj@h@dAh@TVk@D{EOcAc@_A[{@s@gCSiAKoAU}@oAsBy@eAsAoDWkAe@cAy@WmAJqA`@y@f@i@WCkAJyASeAm@qAwAgAwA{@kAyAg@cBm@iAIgEf@}@~@g@LcBB}AT{AOaBTeB`@mBAsB[iB_AiAcA@_A^m@WWe@Kc@Ua@_ByBYUYMY@]KKe@Ee@Q[aBu@w@m@yAeBk@i@g@y@[{@c@s@cBuBmAcAiAoAeAcBi@e@QM_@Gs@SqDqAcCi@{@Ms@k@a@aA]gA_AgDm@mASuAWqAG{@OOAR

